,gps_height,longitude,latitude,wpt_name,basin,region,district_code,population,public_meeting,scheme_management,permit,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,target,age
507,988,36.77912479,-3.52920727,Kwa Mzee Ndome,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,42
509,1455,36.64845034,-3.33966151,Sabore,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,10
510,386,38.60065259,-10.6347662,Mkurugenzi,Ruvuma / Southern Coast,Mtwara,33,250,True,VWC,True,india mark ii,vwc,per bucket,salty,enough,machine dbh,hand pump,2,11
511,1298,30.10273337,-4.50713784,Kabanga Teachers College,Lake Tanganyika,Kigoma,2,450,True,Water authority,True,gravity,water board,monthly,soft,insufficient,river,communal standpipe multiple,1,45
513,1527,35.85723778,-3.27581345,Kwa Murai,Internal,Arusha,30,200,True,VWC,True,gravity,vwc,per bucket,soft,enough,river,communal standpipe,0,11
522,1337,35.09692286,-9.08118607,Kwa Cosmas Nguguvale,Rufiji,Iringa,4,40,True,VWC,False,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,12
523,363,38.11997743,-10.92611097,Kwa Peter,Ruvuma / Southern Coast,Mtwara,63,140,True,VWC,True,mono,vwc,never pay,soft,dry,machine dbh,communal standpipe multiple,2,11
528,93,39.58807065,-9.83372178,Bombani,Ruvuma / Southern Coast,Lindi,23,650,True,VWC,False,india mark ii,vwc,per bucket,soft,enough,machine dbh,hand pump,0,8
531,366,36.76071536,-8.96319839,Kwakapewa,Rufiji,Morogoro,4,50,True,VWC,True,swn 80,vwc,monthly,salty,enough,shallow well,hand pump,0,26
532,28,38.89308551,-6.5605825,Gengeni,Wami / Ruvu,Pwani,1,200,True,VWC,True,ksb,vwc,never pay,soft,enough,river,communal standpipe,2,33
534,101,38.01900608,-7.26866031,Kwa Mzee Dinongo,Wami / Ruvu,Morogoro,2,230,True,VWC,True,nira/tanira,vwc,on failure,soft,insufficient,shallow well,hand pump,0,23
536,1587,35.33581003,-4.38214578,Emanuel,Internal,Manyara,2,163,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,9
539,317,35.80320256,-8.78741457,Kwagunena,Rufiji,Morogoro,3,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2,23
543,1711,35.40879448,-8.11294506,none,Rufiji,Iringa,1,430,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,10
546,2112,35.43676476,-4.21202061,Getamoki,Internal,Manyara,1,290,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,8
547,552,36.28278515,-7.35113771,none,Rufiji,Iringa,7,150,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,2,36
550,1539,31.02011166,-7.48850571,Matunda,Lake Tanganyika,Rukwa,3,100,True,VWC,False,nira/tanira,vwc,per bucket,soft,insufficient,shallow well,hand pump,0,25
552,1529,35.91395802,-7.71758867,none,Rufiji,Iringa,7,100,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,35
553,1855,34.78081095,-9.13627542,Kwa Cosola Kambo,Rufiji,Iringa,4,125,True,WUA,True,gravity,wua,monthly,soft,enough,spring,communal standpipe,0,11
554,366,38.75638427,-10.60630124,Mzee Chapchap,Ruvuma / Southern Coast,Mtwara,33,2100,True,VWC,False,india mark ii,vwc,per bucket,salty,enough,shallow well,hand pump,0,10
561,15,39.22813309,-7.32666569,Sotele B,Rufiji,Pwani,4,285,True,VWC,False,swn 80,vwc,never pay,soft,seasonal,shallow well,hand pump,0,15
562,458,37.08265447,-6.87248615,Kipenzi,Wami / Ruvu,Morogoro,1,300,True,VWC,True,swn 80,vwc,monthly,soft,enough,shallow well,hand pump,0,16
564,1722,34.98635681,-9.0881705,Kwa Lameki Nyagawa,Rufiji,Iringa,4,40,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe multiple,2,19
566,1391,34.90730493,-4.02988782,Midibwi Primary Tank 2,Internal,Singida,1,425,True,Parastatal,True,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,0,13
569,826,36.02151061,-10.53427849,Kwa Saju Ugweni,Rufiji,Ruvuma,5,180,True,VWC,True,gravity,vwc,monthly,soft,insufficient,river,communal standpipe,0,30
573,1016,29.69282676,-4.7475472000000005,Kituo Cha Afya,Lake Tanganyika,Kigoma,3,155,True,VWC,True,gravity,vwc,monthly,soft,seasonal,river,communal standpipe multiple,1,35
574,99,38.85538191,-6.78131392,Msenda,Wami / Ruvu,Pwani,2,150,True,VWC,True,mono,vwc,per bucket,soft,insufficient,river,communal standpipe,2,34
576,140,38.90402162,-7.31978574,Kwa Moi,Rufiji,Pwani,43,250,True,VWC,False,nira/tanira,vwc,never pay,soft,seasonal,shallow well,hand pump,2,25
577,1912,34.79339337,-9.72901698,none,Lake Nyasa,Iringa,5,90,True,VWC,False,gravity,vwc,annually,soft,dry,spring,communal standpipe,2,27
578,360,38.7909743,-7.27108392,Bembeza Primary School,Wami / Ruvu,Pwani,33,1200,True,VWC,False,india mark iii,vwc,never pay,salty,enough,machine dbh,hand pump,2,23
586,1832,31.51069241,-7.83669775,Kwa Goodfrid,Lake Rukwa,Rukwa,4,1500,True,VWC,True,gravity,vwc,never pay,soft,dry,river,communal standpipe,2,45
587,529,38.05373317,-4.27929971,Kwa Mkaduma,Pangani,Kilimanjaro,3,230,True,Water authority,True,gravity,vwc,never pay,soft,enough,river,communal standpipe multiple,2,53
589,1014,36.81280558,-3.48722933,Kwa Sophia Luka,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,per bucket,soft,insufficient,spring,communal standpipe,2,11
591,316,36.99765607,-7.59014094,Kwa Musiondo,Rufiji,Morogoro,1,80,True,WUG,True,gravity,wug,on failure,soft,enough,river,communal standpipe,0,9
594,1521,34.34938384,-4.34943584,Miembeni B,Internal,Singida,1,185,True,WUG,True,submersible,wug,per bucket,soft,enough,machine dbh,communal standpipe multiple,2,13
596,959,29.64793205,-4.76804596,Shule Ya Msingi Mgaraganza,Lake Tanganyika,Kigoma,3,560,True,Parastatal,True,gravity,parastatal,monthly,soft,enough,spring,communal standpipe,1,36
598,1888,34.67564069,-9.18968342,Kwa Daniels Ndondolo,Rufiji,Iringa,4,50,True,WUA,True,gravity,wua,monthly,soft,enough,spring,communal standpipe,0,11
601,873,35.24947251,-5.80574788,Kwa Madinda Rungwa,Internal,Singida,3,368,True,VWC,False,afridev,vwc,never pay,soft,enough,shallow well,hand pump,0,20
605,1683,31.06049127,-7.75288928,Kwa Mzee Kawesha,Lake Tanganyika,Rukwa,3,250,False,VWC,False,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,2,15
607,1763,31.51670542,-8.18619122,Kwa Charles Dominick,Lake Tanganyika,Rukwa,2,100,True,VWC,True,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,48
608,289,38.54516639,-5.25727852,Kwa Samakudu,Pangani,Tanga,6,40,False,VWC,True,submersible,vwc,never pay,soft,enough,river,communal standpipe,2,42
616,1267,33.98649901,-1.49075217,Kwa Ibabwe Kihengu,Lake Victoria,Mara,6,250,False,VWC,False,submersible,vwc,never pay,soft,enough,lake,communal standpipe multiple,2,37
617,1721,35.00284765,-9.51626067,none,Lake Nyasa,Iringa,4,25,True,VWC,False,submersible,vwc,never pay,soft,insufficient,spring,communal standpipe,2,14
620,665,38.22917276,-4.79319402,Seng'Enge,Pangani,Tanga,2,150,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,45
622,281,38.4059458,-6.12010157,Mtaula,Wami / Ruvu,Pwani,1,10,True,WUA,True,ksb,private operator,per bucket,soft,enough,river,communal standpipe,0,17
626,294,38.59841982,-10.11745269,Kwa Mzee Namtindu,Ruvuma / Southern Coast,Lindi,3,520,True,VWC,False,india mark ii,vwc,per bucket,salty,insufficient,machine dbh,hand pump,2,16
628,178,38.7854576,-5.17532431,Migombani,Pangani,Tanga,3,800,True,VWC,False,afridev,vwc,per bucket,salty,insufficient,shallow well,hand pump,0,10
629,189,38.78423244,-5.11538727,Maweni,Pangani,Tanga,3,100,True,VWC,False,gravity,vwc,never pay,soft,seasonal,spring,communal standpipe,2,21
634,1667,31.17657926,-7.84847244,Kwa Mundye,Lake Rukwa,Rukwa,3,300,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,37
640,1255,30.29392803,-4.57232332,Kwa Eliyasi,Lake Tanganyika,Kigoma,2,970,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe,2,27
642,995,37.33750934,-3.29445697,Kwa Andrea Mushi,Pangani,Kilimanjaro,4,130,True,Water Board,True,gravity,water board,never pay,soft,insufficient,spring,communal standpipe,0,48
643,109,38.99315731,-9.25518964,Kwachopoti,Ruvuma / Southern Coast,Lindi,13,630,True,WUG,False,submersible,wug,per bucket,soft,enough,machine dbh,communal standpipe,1,44
644,15,38.88491495,-6.51620381,Adalus,Wami / Ruvu,Pwani,1,40,True,Company,True,ksb,vwc,monthly,soft,enough,river,communal standpipe,2,27
645,665,37.95085516,-4.13497676,Sokono,Pangani,Kilimanjaro,3,120,True,Water authority,True,gravity,vwc,never pay,soft,enough,river,communal standpipe multiple,2,53
649,27,39.02538594,-7.4206565000000015,Kwa Bofu,Rufiji,Pwani,43,200,True,VWC,False,swn 80,vwc,per bucket,soft,insufficient,shallow well,hand pump,0,18
650,284,36.8938688,-7.85364993,Tazararoad,Rufiji,Morogoro,3,300,True,WUA,True,gravity,vwc,monthly,soft,insufficient,river,communal standpipe,0,22
653,1420,29.91365688,-4.45507773,Kwa Nditeze,Lake Tanganyika,Kigoma,2,280,True,Water authority,True,gravity,vwc,monthly,soft,insufficient,river,communal standpipe,0,30
654,1407,30.072180100000004,-4.3241225,Shuleni,Lake Tanganyika,Kigoma,2,750,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe multiple,1,14
655,286,39.11931398,-9.90286201,Shuleni,Ruvuma / Southern Coast,Lindi,53,380,True,WUA,True,gravity,wua,never pay,soft,enough,spring,communal standpipe,1,45
657,943,37.58822234,-3.75997333,Kwa Yohani Kahingwa,Pangani,Kilimanjaro,2,50,True,Water Board,True,gravity,water board,monthly,soft,insufficient,spring,communal standpipe,0,48
661,262,36.94933741,-7.70517682,Mkala,Rufiji,Morogoro,3,75,True,Company,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,25
663,914,35.21865697,-10.8140368,Kwa Kaspari,Ruvuma / Southern Coast,Ruvuma,2,450,True,VWC,False,nira/tanira,vwc,on failure,soft,seasonal,shallow well,hand pump,0,24
665,328,37.04407976,-7.55501198,Kwa Lihunguru,Rufiji,Morogoro,1,130,True,VWC,True,submersible,vwc,per bucket,coloured,enough,machine dbh,communal standpipe,0,13
669,1158,38.42991551,-5.00758563,Kwemng'Weng'We,Pangani,Tanga,2,350,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,0,11
670,282,36.12458333,-8.31955912,Kwamakero,Rufiji,Morogoro,3,40,True,Company,True,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,17
672,696,37.60017121,-3.477757,Kwa Mzee Ndaghine,Pangani,Kilimanjaro,2,730,True,VWC,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,0,30
673,1782,34.48010737,-9.68703952,none,Lake Nyasa,Iringa,5,200,True,VWC,False,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,16
674,238,38.6379396,-5.30721266,Minazi Mikinda,Pangani,Tanga,3,400,True,VWC,False,nira/tanira,vwc,never pay,salty,seasonal,shallow well,hand pump,2,12
675,818,36.04431196,-10.69588398,Health Centre,Ruvuma / Southern Coast,Ruvuma,5,250,True,VWC,True,gravity,parastatal,never pay,soft,seasonal,river,communal standpipe,0,38
676,1989,34.67756553,-9.29217,Kwa Cosmas Mayavilwa,Rufiji,Iringa,4,90,True,WUA,True,gravity,wua,monthly,soft,enough,spring,communal standpipe,0,12
682,231,38.32831948,-6.46228226,Urio,Wami / Ruvu,Pwani,1,12,True,WUA,True,ksb,private operator,per bucket,soft,enough,river,communal standpipe,0,15
684,1282,30.15802804,-4.4842508,Kwa Obadia,Lake Tanganyika,Kigoma,2,230,True,Water authority,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,36
695,1249,34.29157805,-1.67766041,Josephat Ndanga Jeremy,Lake Victoria,Mara,2,48,False,WUG,True,nira/tanira,wug,never pay,soft,insufficient,shallow well,hand pump,0,20
698,299,35.84015138,-8.95262633,Upendo,Rufiji,Morogoro,3,150,True,VWC,True,swn 80,vwc,never pay,soft,insufficient,shallow well,hand pump,2,23
703,1282,36.75916018,-3.41939862,Olomitu,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,0,9
706,775,36.08483856,-10.9138826,Kwa Juma Ndauka,Ruvuma / Southern Coast,Ruvuma,5,360,True,WUG,False,swn 80,wug,monthly,soft,insufficient,shallow well,hand pump,2,19
709,413,36.7256787,-8.921397800000003,Namkeka,Rufiji,Morogoro,4,105,True,VWC,True,swn 80,wug,monthly,soft,enough,shallow well,hand pump,0,22
710,223,38.97356376,-7.04104642,Sungwi Primary School 3,Wami / Ruvu,Pwani,33,452,True,Private operator,True,gravity,private operator,never pay,soft,insufficient,rainwater harvesting,communal standpipe,2,13
711,235,38.71281967,-5.11619226,Kwemianga,Pangani,Tanga,3,100,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,45
713,1487,33.96307757,-1.76501198,Angrikana,Lake Victoria,Mara,3,350,True,VWC,True,other - swn 81,vwc,per bucket,salty,enough,machine dbh,hand pump,0,10
719,1279,37.48989428,-3.33275629,Kwa Benadeta Limo,Pangani,Kilimanjaro,4,40,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
726,1147,37.22321463,-3.27186256,Kwa Naike,Pangani,Kilimanjaro,5,60,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
727,895,37.34028687,-3.32005312,Mapendo Kiosk,Pangani,Kilimanjaro,6,12,True,Water authority,True,submersible,water authority,per bucket,soft,insufficient,machine dbh,communal standpipe,0,16
729,1545,34.62732988,-9.0187366,Kwa Serf Mgaya,Rufiji,Iringa,4,55,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,42
734,1549,34.69893606,-4.30233993,Tembo,Internal,Singida,1,245,True,WUG,True,mono,wug,per bucket,soft,insufficient,machine dbh,communal standpipe multiple,0,12
742,632,37.91758089,-4.51404171,Kwa Elikunda,Pangani,Kilimanjaro,3,120,True,Water authority,True,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe multiple,1,15
743,2140,34.46720492,-9.60961559,none,Lake Nyasa,Iringa,4,14,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,12
747,1811,34.79124481,-9.08448985,Kkkt Church,Rufiji,Iringa,4,120,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,10
752,1654,35.49199897,-4.4006049,John,Internal,Manyara,2,261,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,16
754,28,39.97562125,-10.40988387,Hospital,Ruvuma / Southern Coast,Mtwara,1,300,True,VWC,True,mono,vwc,per bucket,soft,enough,machine dbh,communal standpipe,0,42
757,2052,35.33852576,-3.98266954,Kwa Raphael Dagharo,Internal,Manyara,3,82,False,VWC,True,mono,vwc,never pay,soft,enough,river,communal standpipe,2,44
761,1416,36.64870859,-3.34722743,Madukani,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,18
763,1605,31.83729936,-8.35209396,Kituo Cha Afya,Lake Rukwa,Rukwa,2,500,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,1,48
764,1356,34.14457925,-2.95651324,Gasela,Lake Victoria,Shinyanga,1,500,True,WUG,False,swn 80,wug,never pay,soft,insufficient,shallow well,hand pump,1,24
765,306,36.99682521,-7.59934122,Kwa Mgoe,Rufiji,Morogoro,1,90,True,VWC,True,gravity,wug,on failure,soft,enough,river,communal standpipe,0,9
766,844,35.11376403,-5.87831098,Mbuyuni,Internal,Singida,3,450,False,Water authority,False,mono,vwc,never pay,salty,enough,machine dbh,communal standpipe multiple,2,45
767,328,35.80970965,-8.78069049,School,Rufiji,Morogoro,3,550,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2,23
772,217,36.68181336,-8.15429792,Kwakilolelo,Rufiji,Morogoro,3,400,True,VWC,True,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,2,13
773,828,36.06279717,-10.63982117,Kwa Jaibu Milongo,Ruvuma / Southern Coast,Ruvuma,5,360,True,WUG,False,swn 80,wug,monthly,soft,insufficient,shallow well,hand pump,0,26
774,242,39.27078821,-11.0190739,Galani,Ruvuma / Southern Coast,Mtwara,33,300,True,VWC,False,gravity,vwc,per bucket,soft,enough,spring,communal standpipe multiple,0,11
783,1303,37.31231195,-3.23726621,Kwa John Meja,Pangani,Kilimanjaro,4,50,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,44
789,6,38.91683883,-5.56419578,Shule Ya Msingi Stahabu,Pangani,Tanga,5,200,True,VWC,False,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe multiple,2,51
792,1661,34.59285779,-9.08069689,Kwa Iddi Mpumilwa,Rufiji,Iringa,4,35,True,WUA,True,gravity,wua,on failure,soft,enough,river,communal standpipe multiple,0,42
793,1418,36.108195,-7.53817622,none,Rufiji,Iringa,7,100,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,2,36
794,1143,37.61767394,-3.65035203,Kwa Shaban,Pangani,Kilimanjaro,2,120,True,Water Board,False,gravity,water board,never pay,soft,insufficient,river,communal standpipe,2,18
795,1328,34.17568961,-2.9726865,Upendo,Lake Victoria,Shinyanga,1,300,True,WUG,False,india mark ii,wug,on failure,soft,insufficient,shallow well,hand pump,0,15
800,101,38.71965897,-6.97774009,Mvili,Wami / Ruvu,Pwani,3,600,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,42
804,307,36.20598195,-8.95216496,Matokeo,Rufiji,Morogoro,4,80,True,VWC,True,nira/tanira,vwc,monthly,soft,enough,shallow well,hand pump,0,11
808,1747,34.99288367,-9.09664155,Kwa Titusi Mponzi,Rufiji,Iringa,4,50,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe multiple,2,19
809,1211,34.04032147,-1.16252824,Kwa Mzee Kajina,Lake Victoria,Mara,6,386,True,Private operator,False,submersible,vwc,per bucket,soft,enough,lake,communal standpipe multiple,2,28
814,295,36.62644435,-8.40947377,Msikitini,Rufiji,Morogoro,4,300,True,VWC,True,nira/tanira,private operator,never pay,soft,seasonal,shallow well,hand pump,2,22
817,1576,35.14436364,-9.25876893,Kwa Chief Mkongwa,Rufiji,Iringa,4,150,True,WUA,True,gravity,wua,monthly,soft,insufficient,river,communal standpipe,1,45
818,323,38.53403,-5.52275575,Kwa Ujuku,Pangani,Tanga,6,340,True,VWC,True,submersible,vwc,never pay,soft,insufficient,river,communal standpipe,2,31
819,123,37.86277271,-7.209925599999999,Kwa Mzee Pembe,Wami / Ruvu,Morogoro,2,250,True,VWC,True,submersible,vwc,monthly,salty,insufficient,machine dbh,communal standpipe,0,12
821,425,37.90616008,-10.4286124,Bombani,Ruvuma / Southern Coast,Lindi,3,320,True,VWC,False,nira/tanira,vwc,never pay,salty,seasonal,shallow well,hand pump,0,35
822,1255,36.83373961,-6.09721349,Kwa Magawa,Wami / Ruvu,Morogoro,1,150,True,VWC,True,submersible,vwc,per bucket,soft,enough,machine dbh,communal standpipe,2,10
826,1666,35.10782933,-9.54718994,none,Lake Nyasa,Iringa,4,150,True,VWC,False,submersible,vwc,never pay,soft,enough,spring,communal standpipe,2,48
830,2143,34.5410369,-9.31648179,Kkkt Church,Lake Nyasa,Iringa,4,70,True,VWC,False,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,20
833,881,31.38282241,-7.4291217,Kwa Misayo,Lake Rukwa,Rukwa,1,150,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,9
843,323,38.30640491,-6.12962513,Kwa Juma Haji,Wami / Ruvu,Pwani,1,200,True,WUA,True,ksb,wua,per bucket,soft,enough,river,communal standpipe,0,14
844,872,37.0227058,-3.51595684,Shuleni,Pangani,Manyara,4,200,True,Private operator,True,submersible,private operator,per bucket,soft,enough,machine dbh,communal standpipe,0,16
858,1421,35.84628452,-7.71762654,none,Rufiji,Iringa,7,30,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,36
865,202,38.35898536,-11.24387948,Lukwika Camp 2,Ruvuma / Southern Coast,Mtwara,63,56,True,VWC,True,nira/tanira,vwc,never pay,soft,seasonal,shallow well,hand pump,0,12
866,1376,36.86105576,-6.25897367,Kkkt,Wami / Ruvu,Morogoro,1,150,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,19
867,1428,35.28650697,-4.62778077,Elowaida,Internal,Manyara,2,516,True,VWC,True,submersible,vwc,per bucket,salty,insufficient,spring,communal standpipe,0,14
868,1620,37.95417519,-4.4143664000000005,Hekakuyu,Pangani,Kilimanjaro,3,60,False,VWC,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2,22
869,43,39.28830882,-6.97618993,Sheri,Wami / Ruvu,Pwani,43,6922,True,Private operator,False,submersible,private operator,per bucket,soft,enough,machine dbh,communal standpipe multiple,0,10
873,35,38.93530343,-5.50672698,Shule,Pangani,Tanga,5,400,True,VWC,False,submersible,vwc,per bucket,soft,enough,river,communal standpipe multiple,0,13
876,287,37.03233877,-7.65294057,Kwa Kidoe,Rufiji,Morogoro,1,150,True,VWC,True,nira/tanira,vwc,on failure,soft,enough,shallow well,hand pump,0,12
878,1282,30.15822767,-4.48237453,Kwa Lazaro,Lake Tanganyika,Kigoma,2,240,True,Water authority,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,14
